survey_id	zone	node_id	sequence	x	z	y	event	label	neighbors	source	confidence
20260712-170700-z102	102	1	1	-559.850	677.532	0.000	start	start	2	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	2	2	-561.033	675.675	0.015	point		1,3	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	3	3	-562.221	673.983	0.100	point		2,4	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	4	4	-564.151	671.898	0.115	point		3,5	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	5	5	-565.507	670.711	-0.246	point		4,6	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	6	6	-567.667	668.910	-0.836	point		5,7	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	7	7	-569.394	667.441	-1.528	point		6,8	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	8	8	-571.610	665.335	-2.309	point		7,9	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	9	9	-573.073	663.910	-2.786	point		8,10	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	10	10	-575.277	661.856	-3.669	point		9,11	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	11	11	-575.766	660.518	-3.840	point		10,12	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	12	12	-575.137	658.325	-2.988	point		11,13	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	13	13	-576.007	659.404	-3.687	point		12,14	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	14	14	-575.731	659.836	-3.764	mark	field manual	13,15	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	15	15	-574.743	658.751	-2.860	point		14,16	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	16	16	-573.366	656.560	-1.652	point		15,17	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	17	17	-572.146	654.591	-0.961	point		16,18	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	18	18	-570.384	652.096	-0.759	point		17,19	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	19	19	-569.193	650.619	-0.377	point		18,20	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	20	20	-567.207	648.242	-0.145	point		19,21	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	21	21	-565.897	646.685	0.135	point		20,22	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	22	22	-563.914	644.329	0.010	point		21,23	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	23	23	-562.348	642.470	0.000	point		22,24	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	24	24	-560.515	640.291	0.000	point		23,25	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	25	25	-560.382	640.134	0.000	mark	cavernous maw	24,26	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	26	26	-561.358	638.775	0.000	point		25,27	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	27	27	-563.082	638.059	0.000	point		26,28	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	28	28	-564.939	637.365	0.046	point		27,29	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	29	29	-567.748	636.073	0.157	point		28,30	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	30	30	-569.584	635.154	-0.017	point		29,31	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	31	31	-572.334	633.742	-0.327	point		30,32	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	32	32	-574.896	632.421	-0.775	point		31,33	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	33	33	-577.041	631.313	-1.294	point		32,34	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	34	34	-579.776	629.901	-1.731	point		33,35	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	35	35	-581.584	628.967	-1.747	point		34,36	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	36	36	-584.090	627.458	-1.627	point		35,37	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	37	37	-585.166	626.009	-1.633	point		36,38	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	38	38	-586.435	623.340	-1.746	point		37,39	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	39	39	-587.292	621.242	-1.587	point		38,40	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	40	40	-588.388	618.502	-1.645	point		39,41	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	41	41	-589.147	616.600	-1.832	point		40,42	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	42	42	-590.280	613.754	-1.551	point		41,43	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	43	43	-591.040	611.846	-1.477	point		42,44	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	44	44	-592.140	609.083	-1.060	point		43,45	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	45	45	-593.048	606.803	-0.823	point		44,46	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	46	46	-594.185	603.949	-0.750	point		45,47	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	47	47	-594.928	602.084	-0.460	point		46,48	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	48	48	-596.060	599.240	-0.039	point		47,49	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	49	49	-596.820	597.331	0.000	point		48,50	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	50	50	-597.959	594.472	0.075	point		49,51	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	51	51	-598.851	592.231	0.187	point		50,52	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	52	52	-599.674	590.166	0.291	point		51,53	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	53	53	-600.815	587.299	0.413	point		52,54	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	54	54	-601.574	585.392	0.525	point		53,55	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	55	55	-602.711	582.532	0.349	point		54,56	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	56	56	-603.667	579.788	0.279	point		55,57	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	57	57	-604.226	577.446	0.078	point		56,58	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	58	58	-604.606	574.371	-0.110	point		57,59	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	59	59	-604.526	572.326	-0.316	point		58,60	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	60	60	-604.176	569.249	-0.535	point		59,61	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	61	61	-603.906	567.209	-0.508	point		60,62	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	62	62	-603.435	564.178	-0.202	point		61,63	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	63	63	-602.841	561.680	-0.112	point		62,64	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	64	64	-602.233	559.536	-0.036	point		63,65	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	65	65	-601.366	556.560	0.000	point		64,66	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	66	66	-600.736	554.419	0.030	point		65,67	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	67	67	-599.842	551.468	0.226	point		66,68	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	68	68	-599.146	549.532	0.322	point		67,69	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	69	69	-597.990	546.895	0.506	point		68,70	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	70	70	-597.130	545.044	0.691	point		69,71	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	71	71	-595.818	542.241	0.751	point		70,72	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	72	72	-594.951	540.392	0.501	point		71,73	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	73	73	-593.656	537.632	-0.043	point		72,74	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	74	74	-592.426	535.009	-0.495	point		73,75	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	75	75	-591.401	532.824	-0.879	point		74,76	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	76	76	-590.106	530.064	-0.517	point		75,77	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	77	77	-589.236	528.209	-0.239	point		76,78	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	78	78	-587.914	525.462	0.172	point		77,79	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	79	79	-586.893	523.706	0.507	point		78,80	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	80	80	-585.149	521.162	0.681	point		79,81	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	81	81	-583.679	519.226	0.815	point		80,82	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	82	82	-582.188	517.584	0.890	point		81,83	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	83	83	-580.011	515.393	1.019	point		82,84	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	84	84	-578.546	513.948	0.921	point		83,85	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	85	85	-576.332	511.776	0.769	point		84,86	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	86	86	-574.251	509.735	0.741	point		85,87	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	87	87	-572.511	508.017	0.747	point		86,88	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	88	88	-570.527	505.650	0.702	point		87,89	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	89	89	-569.306	504.005	0.398	point		88,90	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	90	90	-567.410	501.609	0.499	point		89,91	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	91	91	-566.098	500.017	0.748	point		90,92	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	92	92	-564.117	497.629	0.861	point		91,93	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	93	93	-562.538	495.729	0.769	point		92,94	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	94	94	-560.574	493.366	0.532	point		93,95	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	95	95	-559.254	491.777	0.374	point		94,96	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	96	96	-558.206	490.516	0.325	point		95,97	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	97	97	-556.894	488.938	0.246	point		96,98	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	98	98	-554.926	486.570	0.180	point		97,99	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	99	99	-553.355	484.678	0.164	point		98,100	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	100	100	-552.033	483.088	0.197	point		99,101	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	101	101	-549.950	480.582	0.301	point		100,102	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	102	102	-548.628	478.991	0.368	point		101,103	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	103	103	-546.660	476.623	0.530	point		102,104	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	104	104	-544.797	474.381	0.546	point		103,105	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	105	105	-543.236	472.503	0.571	point		104,106	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	106	106	-541.271	470.139	0.707	point		105,107	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	107	107	-539.956	468.557	0.584	point		106,108	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	108	108	-537.984	466.185	0.317	point		107,109	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	109	109	-536.634	464.635	0.135	point		108,110	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	110	110	-534.397	462.536	0.322	point		109,111	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	111	111	-532.522	460.975	0.503	point		110,112	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	112	112	-530.112	459.039	0.435	point		111,113	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	113	113	-528.496	457.749	0.311	point		112,114	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	114	114	-526.075	455.818	0.426	point		113,115	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	115	115	-524.468	454.537	0.561	point		114,116	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	116	116	-522.055	452.613	0.457	point		115,117	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	117	117	-520.137	451.083	0.349	point		116,118	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	118	118	-518.792	450.011	0.329	point		117,119	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	119	119	-515.854	447.668	0.409	point		118,120	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	120	120	-514.268	446.404	-0.050	point		119,121	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	121	121	-511.902	444.518	-0.535	point		120,122	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	122	122	-510.061	443.049	-1.012	point		121,123	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	123	123	-507.716	441.179	-2.025	point		122,124	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	124	124	-506.226	439.991	-2.758	point		123,125	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	125	125	-504.144	438.331	-2.960	point		124,126	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	126	126	-502.745	437.211	-3.247	point		125,127	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	127	127	-501.034	435.794	-3.649	point		126,128	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	128	128	-499.409	434.409	-4.236	point		127,129	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	129	129	-497.021	432.524	-4.898	point		128,130	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	130	130	-495.334	431.340	-5.355	point		129,131	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	131	131	-492.704	429.692	-5.715	point		130,132	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	132	132	-491.787	428.941	-5.579	point		131,133	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	133	133	-489.651	427.621	-5.725	point		132,134	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	134	134	-487.540	426.469	-5.844	point		133,135	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	135	135	-484.799	425.112	-5.532	point		134,136	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	136	136	-482.918	424.262	-5.359	point		135,137	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	137	137	-480.073	423.054	-5.286	point		136,138	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	138	138	-478.176	422.276	-5.330	point		137,139	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	139	139	-475.319	421.129	-5.070	point		138,140	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	140	140	-473.053	420.235	-5.007	point		139,141	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	141	141	-470.204	419.121	-4.847	point		140,142	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	142	142	-468.286	418.375	-4.715	point		141,143	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	143	143	-465.425	417.267	-4.539	point		142,144	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	144	144	-463.533	416.535	-4.799	point		143,145	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	145	145	-460.707	415.443	-5.367	point		144,146	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	146	146	-458.449	414.571	-5.878	point		145,147	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	147	147	-455.585	413.466	-6.386	point		146,148	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	148	148	-453.674	412.728	-6.535	point		147,149	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	149	149	-450.799	411.619	-6.897	point		148,150	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	150	150	-448.887	410.882	-7.301	point		149,151	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	151	151	-446.010	409.773	-7.463	point		150,152	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	152	152	-443.747	408.900	-7.521	point		151,153	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	153	153	-440.858	407.786	-7.771	point		152,154	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	154	154	-438.918	407.038	-7.849	point		153,155	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	155	155	-436.051	405.928	-7.908	point		154,156	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	156	156	-434.150	405.149	-7.852	point		155,157	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	157	157	-431.327	403.866	-7.767	point		156,158	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	158	158	-429.148	402.781	-7.658	point		157,159	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	159	159	-426.433	401.341	-7.448	point		158,160	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	160	160	-424.626	400.351	-7.267	point		159,161	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	161	161	-421.930	398.847	-7.328	point		160,162	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	162	162	-420.133	397.832	-7.431	point		161,163	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	163	163	-417.467	396.316	-7.549	point		162,164	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	164	164	-415.356	395.110	-7.659	point		163,165	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	165	165	-412.674	393.573	-7.876	point		164,166	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	166	166	-410.880	392.544	-7.843	point		165,167	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	167	167	-408.203	391.006	-7.357	point		166,168	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	168	168	-406.425	389.985	-7.298	point		167,169	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	169	169	-403.752	388.448	-7.305	point		168,170	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	170	170	-401.644	387.239	-7.388	point		169,171	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	171	171	-398.931	385.776	-7.382	point		170,172	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	172	172	-397.076	384.923	-7.296	point		171,173	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	173	173	-394.182	383.857	-7.110	point		172,174	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	174	174	-392.197	383.318	-7.014	point		173,175	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	175	175	-389.182	382.761	-6.924	point		174,176	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	176	176	-386.808	382.472	-6.698	point		175,177	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	177	177	-383.831	382.226	-5.985	point		176,178	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	178	178	-381.894	382.111	-5.770	point		177,179	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	179	179	-379.049	381.986	-5.084	point		178,180	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	180	180	-377.021	381.917	-3.843	point		179,181	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	181	181	-373.988	381.831	-3.239	point		180,182	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	182	182	-371.580	381.775	-3.036	point		181,183	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	183	183	-368.509	381.711	-2.438	point		182,184	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	184	184	-366.467	381.673	-2.543	point		183,185	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	185	185	-363.421	381.620	-2.318	point		184,186	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	186	186	-361.368	381.586	-1.830	point		185,187	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	187	187	-358.282	381.550	-1.838	point		186,188	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	188	188	-355.885	381.563	-1.671	point		187,189	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	189	189	-352.954	381.643	-1.304	point		188,190	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	190	190	-351.020	381.767	-0.879	point		189,191	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	191	191	-347.652	381.486	0.902	point		190,192	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	192	192	-345.674	381.936	1.278	point		191,193	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	193	193	-342.674	382.592	1.881	point		192,194	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	194	194	-340.608	383.031	2.221	point		193,195	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	195	195	-338.195	383.534	2.353	point		194,196	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	196	196	-336.564	383.870	2.374	point		195,197	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	197	197	-333.717	384.335	7.459	point		196,198	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	198	198	-331.709	384.771	7.720	point		197,199,4012	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	199	199	-328.693	385.414	7.973	point		198,200	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	200	200	-326.310	385.947	8.263	point		199,201	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	201	201	-323.326	386.744	8.521	point		200,202	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	202	202	-321.354	387.353	8.461	point		201,203	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	203	203	-318.431	388.360	8.381	point		202,204	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	204	204	-316.497	389.078	8.345	point		203,205	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	205	205	-313.627	390.208	8.080	point		204,206	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	206	206	-311.343	391.144	8.000	point		205,207	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	207	207	-308.516	392.328	8.002	point		206,208	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	208	208	-306.623	393.132	8.306	point		207,209	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	209	209	-304.731	393.942	8.619	point		208,210	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	210	210	-301.743	395.231	8.967	point		209,211	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	211	211	-299.083	396.383	8.953	point		210,212	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	212	212	-296.823	397.288	8.840	point		211,213	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	213	213	-293.838	398.033	8.580	point		212,214	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	214	214	-291.791	398.152	8.375	point		213,215	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	215	215	-288.762	397.672	8.237	point		214,216	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	216	216	-286.853	396.895	8.142	point		215,217	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	217	217	-284.404	395.034	8.123	point		216,218	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	218	218	-282.944	393.079	8.256	point		217,219	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	219	219	-282.068	390.144	8.419	point		218,220	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	220	220	-282.088	388.097	8.386	point		219,221	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	221	221	-282.645	385.075	8.688	point		220,222	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	222	222	-283.175	383.096	8.844	point		221,223	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	223	223	-283.738	380.096	9.215	point		222,224	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	224	224	-283.928	377.673	9.126	point		223,225	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	225	225	-284.047	374.615	8.809	point		224,226	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	226	226	-284.094	372.571	8.474	point		225,227	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	227	227	-284.142	369.494	8.274	point		226,228	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	228	228	-284.101	367.447	8.171	point		227,229	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	229	229	-283.699	364.391	8.019	point		228,230	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	230	230	-283.263	361.991	8.000	point		229,231	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	231	231	-282.679	358.956	8.000	point		230,232	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	232	232	-282.286	356.934	8.000	point		231,233	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	233	233	-281.861	354.744	8.062	point		232,234	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	234	234	-281.276	351.736	8.401	point		233,235	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	235	235	-280.720	348.880	8.457	point		234,236	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	236	236	-280.252	346.473	8.549	point		235,237	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	237	237	-279.830	344.304	8.730	point		236,238	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	238	238	-279.293	341.099	8.944	point		237,239	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	239	239	-279.177	338.865	8.942	point		238,240	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	240	240	-279.270	335.789	8.775	point		239,241	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	241	241	-279.395	333.573	8.553	point		240,242	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	242	242	-279.593	330.300	8.314	point		241,243	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	243	243	-279.719	328.246	8.211	point		242,244	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	244	244	-279.909	325.144	8.043	point		243,245	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	245	245	-280.036	323.073	8.000	point		244,246	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	246	246	-280.172	320.853	8.000	point		245,247	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	247	247	-280.371	317.610	8.037	point		246,248	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	248	248	-280.559	314.542	8.149	point		247,249	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	249	249	-280.684	312.495	8.271	point		248,250	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	250	250	-280.872	309.437	8.453	point		249,251	live-route-recording-20260712-170700-z102	proven
20260712-170700-z102	102	251	251	-280.997	307.393	8.506	point		250,252	live-route-recording-20260712-170700-z102	proven
